sparkmage	noun_count
spear	noun_count
species	noun_count_or_mass
speed	noun_count
spell	noun_count
spellgorger	noun_count
spend	verb
spending	noun_count
spiritual	adjective
spite	noun_count
spitting	noun_count
spore	noun_count
spores	noun_count
sprite	noun_count
sprout	noun_count
sprout	verb
stack	noun_count
stair	noun_count
stairs	noun_count
stakes	noun_count
stalker	noun_count
stalking	adjective
stall	noun_count
stall	verb
stalwart	adjective
stampede	noun_count
stampede	verb
stand	noun_count
standoff	noun_count
start	noun_count
start	verb
starting	noun_count
stash	noun_count
statue	noun_count
step	noun_count
step	verb
sticker	noun_count
still	adverb
stimpak	noun_count
stimulus	noun_count
stop	noun_count
stop	verb
storage	noun_count
store	noun_count
store	verb
story	noun_count
strategic	adjective
strategist	noun_count
strength	noun_count
strife	noun_count
strike	noun_count
study	noun_count
study	verb
stun	noun_count
stun	verb
stunning	adjective
style	noun_count
subterranean	adjective
subtract	verb
subtype	noun_count
summary	noun_count
summon	verb
summons	noun_count
sundering	adjective
sunlit	adjective
super	adjective
supertype	noun_count
supply	noun_count
supply	verb
support	noun_count
survey	noun_count
survey	verb
suspect	noun_count
suspended	adjective
swap	noun_count
swap	verb
swarm	noun_count
swarm	verb
switch	noun_count
switch	verb
sword	noun_count
symbiosis	noun_count
symbol	noun_count
symphony	noun_count
synapse	noun_count
synaptic	adjective
tactic	noun_count
tactician	noun_count
tactics	noun_count
tail	noun_count
takeover	noun_count
talking	noun_count
tapped	adjective
target	noun_count
target	verb
targeted	adjective
targeting	noun_count
task	noun_count
tax	noun_count
tax	verb
teacher	noun_count
teammates	noun_count
tear	noun_count
tears	noun_count
telepathy	noun_count
teleport	verb
tempest	noun_count
temporal	adjective
temporal	noun_count
tempt	verb
tempted	adjective
tempting	adjective
test	noun_count
text	noun_count
theft	noun_count
thing	noun_count
thinking	noun_count
threaten	verb
throne	noun_count
throw	noun_count
thundaga	noun_count
thundara	noun_count
thunder	noun_count
tide	noun_count
tie	noun_count
tie	verb
tied	adjective
time	noun_count
timebender	noun_count
timeless	adjective
tinkering	noun_count
tiny	adjective
token	noun_count
tomb	noun_count
tombspawn	noun_count
tongue	noun_count
top	adjective
top	noun_count
total	noun_count
trace	noun_count
trace	verb
trader	noun_count
tragic	adjective
trail	noun_count
trail	verb
trainer	noun_count
trance	noun_count
translocation	noun_count
transmutation	noun_count
trapped	adjective
travel	noun_count
travel	verb
trickster	noun_count
trigger	noun_count
trigger	verb
triple	adjective
true	adjective
truth	noun_count
tunnel	noun_count
turn	noun_count
turn	verb
twice	adverb
type	noun_count
types	noun_count
ultimate	adjective
umbra	noun_count
unattach	verb
unblocked	adjective
unchanged	adjective
undead	noun_count
underworld	noun_count
unearthly	adjective
unity	noun_count
universe	noun_count
unlock	verb
unopened	adjective
unprepared	adjective
unquestionable	adjective
unspent	adjective
untap	noun_count
untapped	adjective
upkeep	noun_count
used	adjective
valor	noun_count
value	noun_count
veil	noun_count
veiled	adjective
velocity	noun_count
vengeance	noun_count
venom	noun_count
venture	noun_count
venture	verb
visions	noun_count
visit	verb
vitality	noun_count
voice	noun_count
vote	noun_count
voyage	noun_count
voyage	verb
voyager	noun_count
wage	noun_count
wage	verb
walk	noun_count
walk	verb
walker	noun_count
war	noun_count
